student_id,subject_id,grade,semester,year,curriculum
f31df81d081367bb50462e95405acd57,1076009,C+,2,2563,Computer Engineer
f31df81d081367bb50462e95405acd57,1076010,C,2,2563,Computer Engineer
f31df81d081367bb50462e95405acd57,1076024,B+,2,2563,Computer Engineer
f31df81d081367bb50462e95405acd57,1076025,D,2,2563,Computer Engineer
f31df81d081367bb50462e95405acd57,1076253,C,2,2563,Computer Engineer
f31df81d081367bb50462e95405acd57,1076312,B+,2,2563,Computer Engineer
f31df81d081367bb50462e95405acd57,1076533,B,2,2563,Computer Engineer
f31df81d081367bb50462e95405acd57,1076021,,1,2564,Computer Engineer
f31df81d081367bb50462e95405acd57,1076022,,1,2564,Computer Engineer
f31df81d081367bb50462e95405acd57,90306007,,1,2564,Computer Engineer
48c159db28a39eb366ac8ec31b975fb8,1006028,A,1,2560,Computer Engineer
48c159db28a39eb366ac8ec31b975fb8,1006030,C+,1,2560,Computer Engineer
48c159db28a39eb366ac8ec31b975fb8,1076001,B+,1,2560,Computer Engineer
48c159db28a39eb366ac8ec31b975fb8,1076002,B,1,2560,Computer Engineer
48c159db28a39eb366ac8ec31b975fb8,90201001,B+,1,2560,Computer Engineer
48c159db28a39eb366ac8ec31b975fb8,90303006,B+,1,2560,Computer Engineer
48c159db28a39eb366ac8ec31b975fb8,1006031,D+,2,2560,Computer Engineer
48c159db28a39eb366ac8ec31b975fb8,1076003,D,2,2560,Computer Engineer
48c159db28a39eb366ac8ec31b975fb8,1076004,D+,2,2560,Computer Engineer
48c159db28a39eb366ac8ec31b975fb8,1076012,A,2,2560,Computer Engineer
48c159db28a39eb366ac8ec31b975fb8,90201002,B+,2,2560,Computer Engineer
48c159db28a39eb366ac8ec31b975fb8,90401011,B+,2,2560,Computer Engineer
48c159db28a39eb366ac8ec31b975fb8,90040002,B+,3,2560,Computer Engineer
48c159db28a39eb366ac8ec31b975fb8,90306007,B,3,2560,Computer Engineer
48c159db28a39eb366ac8ec31b975fb8,1006032,C+,1,2561,Computer Engineer
48c159db28a39eb366ac8ec31b975fb8,1076006,C,1,2561,Computer Engineer
48c159db28a39eb366ac8ec31b975fb8,1076007,D,1,2561,Computer Engineer
48c159db28a39eb366ac8ec31b975fb8,90201026,A,1,2561,Computer Engineer
48c159db28a39eb366ac8ec31b975fb8,1076009,D+,2,2561,Computer Engineer
48c159db28a39eb366ac8ec31b975fb8,1076010,C+,2,2561,Computer Engineer
48c159db28a39eb366ac8ec31b975fb8,1076253,C+,2,2561,Computer Engineer
48c159db28a39eb366ac8ec31b975fb8,90201029,B,2,2561,Computer Engineer
48c159db28a39eb366ac8ec31b975fb8,90305005,B+,2,2561,Computer Engineer
48c159db28a39eb366ac8ec31b975fb8,2216715,B+,3,2561,Computer Engineer
48c159db28a39eb366ac8ec31b975fb8,90402008,B,3,2561,Computer Engineer
48c159db28a39eb366ac8ec31b975fb8,1076005,D+,1,2562,Computer Engineer
48c159db28a39eb366ac8ec31b975fb8,1076021,C,1,2562,Computer Engineer
48c159db28a39eb366ac8ec31b975fb8,1076022,C,1,2562,Computer Engineer
48c159db28a39eb366ac8ec31b975fb8,1076263,D+,1,2562,Computer Engineer
48c159db28a39eb366ac8ec31b975fb8,90108005,B+,1,2562,Computer Engineer
48c159db28a39eb366ac8ec31b975fb8,1076008,C,2,2562,Computer Engineer
48c159db28a39eb366ac8ec31b975fb8,1076013,B,2,2562,Computer Engineer
48c159db28a39eb366ac8ec31b975fb8,1076014,B,2,2562,Computer Engineer
48c159db28a39eb366ac8ec31b975fb8,1076598,C+,2,2562,Computer Engineer
48c159db28a39eb366ac8ec31b975fb8,3456216,A,2,2562,Computer Engineer
48c159db28a39eb366ac8ec31b975fb8,90104010,B,2,2562,Computer Engineer
48c159db28a39eb366ac8ec31b975fb8,1006004,S,3,2562,Computer Engineer
48c159db28a39eb366ac8ec31b975fb8,1076011,C+,1,2563,Computer Engineer
48c159db28a39eb366ac8ec31b975fb8,1076024,C+,1,2563,Computer Engineer
48c159db28a39eb366ac8ec31b975fb8,1076026,C+,1,2563,Computer Engineer
48c159db28a39eb366ac8ec31b975fb8,1076585,B,1,2563,Computer Engineer
48c159db28a39eb366ac8ec31b975fb8,90101002,A,1,2563,Computer Engineer
48c159db28a39eb366ac8ec31b975fb8,90302011,A,1,2563,Computer Engineer
48c159db28a39eb366ac8ec31b975fb8,1076023,D+,2,2563,Computer Engineer
48c159db28a39eb366ac8ec31b975fb8,1076025,D+,2,2563,Computer Engineer
48c159db28a39eb366ac8ec31b975fb8,1076423,B,2,2563,Computer Engineer
48c159db28a39eb366ac8ec31b975fb8,90306008,A,2,2563,Computer Engineer
48c159db28a39eb366ac8ec31b975fb8,1076015,,1,2564,Computer Engineer
48c159db28a39eb366ac8ec31b975fb8,1076311,,1,2564,Computer Engineer
48c159db28a39eb366ac8ec31b975fb8,1076592,,1,2564,Computer Engineer
63ff5b2e627f0162eb706e16098a6001,1006028,A,1,2560,Computer Engineer
63ff5b2e627f0162eb706e16098a6001,1006030,B+,1,2560,Computer Engineer
63ff5b2e627f0162eb706e16098a6001,1076001,B+,1,2560,Computer Engineer
63ff5b2e627f0162eb706e16098a6001,1076002,B,1,2560,Computer Engineer
63ff5b2e627f0162eb706e16098a6001,90201001,B,1,2560,Computer Engineer
63ff5b2e627f0162eb706e16098a6001,90303006,B+,1,2560,Computer Engineer
63ff5b2e627f0162eb706e16098a6001,1006031,B,2,2560,Computer Engineer
63ff5b2e627f0162eb706e16098a6001,1076003,B,2,2560,Computer Engineer
63ff5b2e627f0162eb706e16098a6001,1076004,D,2,2560,Computer Engineer
63ff5b2e627f0162eb706e16098a6001,1076012,D,2,2560,Computer Engineer
63ff5b2e627f0162eb706e16098a6001,90201002,B+,2,2560,Computer Engineer
63ff5b2e627f0162eb706e16098a6001,90201030,A,2,2560,Computer Engineer
63ff5b2e627f0162eb706e16098a6001,90403009,B+,2,2560,Computer Engineer
63ff5b2e627f0162eb706e16098a6001,1006032,B+,1,2561,Computer Engineer
63ff5b2e627f0162eb706e16098a6001,1076005,C,1,2561,Computer Engineer
63ff5b2e627f0162eb706e16098a6001,1076006,B,1,2561,Computer Engineer
63ff5b2e627f0162eb706e16098a6001,1076007,C,1,2561,Computer Engineer
63ff5b2e627f0162eb706e16098a6001,1076008,D+,2,2561,Computer Engineer
63ff5b2e627f0162eb706e16098a6001,1076010,D,2,2561,Computer Engineer
63ff5b2e627f0162eb706e16098a6001,1076253,C+,2,2561,Computer Engineer
63ff5b2e627f0162eb706e16098a6001,90201019,A,2,2561,Computer Engineer
63ff5b2e627f0162eb706e16098a6001,1076024,C,1,2562,Computer Engineer
63ff5b2e627f0162eb706e16098a6001,1076026,B+,1,2562,Computer Engineer
63ff5b2e627f0162eb706e16098a6001,1076263,C+,1,2562,Computer Engineer
63ff5b2e627f0162eb706e16098a6001,90402009,B,1,2562,Computer Engineer
63ff5b2e627f0162eb706e16098a6001,1076009,C+,2,2562,Computer Engineer
63ff5b2e627f0162eb706e16098a6001,1076013,C+,2,2562,Computer Engineer
63ff5b2e627f0162eb706e16098a6001,1076014,B,2,2562,Computer Engineer
63ff5b2e627f0162eb706e16098a6001,1076028,B,2,2562,Computer Engineer
63ff5b2e627f0162eb706e16098a6001,1076423,C+,2,2562,Computer Engineer
63ff5b2e627f0162eb706e16098a6001,90592014,B,2,2562,Computer Engineer
63ff5b2e627f0162eb706e16098a6001,1006004,S,3,2562,Computer Engineer
63ff5b2e627f0162eb706e16098a6001,1076011,D+,1,2563,Computer Engineer
63ff5b2e627f0162eb706e16098a6001,1076015,B,1,2563,Computer Engineer
63ff5b2e627f0162eb706e16098a6001,1076311,B+,1,2563,Computer Engineer
63ff5b2e627f0162eb706e16098a6001,1076568,B,1,2563,Computer Engineer
63ff5b2e627f0162eb706e16098a6001,90302011,B+,1,2563,Computer Engineer
63ff5b2e627f0162eb706e16098a6001,90402007,C+,1,2563,Computer Engineer
63ff5b2e627f0162eb706e16098a6001,1076023,C,2,2563,Computer Engineer
63ff5b2e627f0162eb706e16098a6001,1076025,C+,2,2563,Computer Engineer
63ff5b2e627f0162eb706e16098a6001,1076312,B+,2,2563,Computer Engineer
63ff5b2e627f0162eb706e16098a6001,1076582,C+,2,2563,Computer Engineer
63ff5b2e627f0162eb706e16098a6001,90101002,B+,2,2563,Computer Engineer
63ff5b2e627f0162eb706e16098a6001,1076021,,1,2564,Computer Engineer
63ff5b2e627f0162eb706e16098a6001,1076022,,1,2564,Computer Engineer
63ff5b2e627f0162eb706e16098a6001,90106003,,1,2564,Computer Engineer
025f749d7a5d9b5c3f3d57b68e1de9e9,1006028,A,1,2560,Computer Engineer
025f749d7a5d9b5c3f3d57b68e1de9e9,1006030,D,1,2560,Computer Engineer
025f749d7a5d9b5c3f3d57b68e1de9e9,1076001,C+,1,2560,Computer Engineer
025f749d7a5d9b5c3f3d57b68e1de9e9,1076002,C+,1,2560,Computer Engineer
025f749d7a5d9b5c3f3d57b68e1de9e9,90201001,C+,1,2560,Computer Engineer
025f749d7a5d9b5c3f3d57b68e1de9e9,90303006,B+,1,2560,Computer Engineer
025f749d7a5d9b5c3f3d57b68e1de9e9,1006031,F,2,2560,Computer Engineer
025f749d7a5d9b5c3f3d57b68e1de9e9,1076003,D+,2,2560,Computer Engineer
025f749d7a5d9b5c3f3d57b68e1de9e9,1076004,D+,2,2560,Computer Engineer
025f749d7a5d9b5c3f3d57b68e1de9e9,1076012,D,2,2560,Computer Engineer
025f749d7a5d9b5c3f3d57b68e1de9e9,90201002,B+,2,2560,Computer Engineer
025f749d7a5d9b5c3f3d57b68e1de9e9,90401013,B,2,2560,Computer Engineer
025f749d7a5d9b5c3f3d57b68e1de9e9,1006031,C,3,2560,Computer Engineer
025f749d7a5d9b5c3f3d57b68e1de9e9,1076006,D+,1,2561,Computer Engineer
025f749d7a5d9b5c3f3d57b68e1de9e9,1076007,F,1,2561,Computer Engineer
025f749d7a5d9b5c3f3d57b68e1de9e9,90201026,B+,1,2561,Computer Engineer
025f749d7a5d9b5c3f3d57b68e1de9e9,90306008,B+,1,2561,Computer Engineer
025f749d7a5d9b5c3f3d57b68e1de9e9,1076005,F,2,2561,Computer Engineer
025f749d7a5d9b5c3f3d57b68e1de9e9,1076009,F,2,2561,Computer Engineer
025f749d7a5d9b5c3f3d57b68e1de9e9,1076010,D,2,2561,Computer Engineer
025f749d7a5d9b5c3f3d57b68e1de9e9,1076253,C,2,2561,Computer Engineer
025f749d7a5d9b5c3f3d57b68e1de9e9,90201036,B+,2,2561,Computer Engineer
025f749d7a5d9b5c3f3d57b68e1de9e9,90403009,A,2,2561,Computer Engineer
025f749d7a5d9b5c3f3d57b68e1de9e9,90201029,B+,3,2561,Computer Engineer
025f749d7a5d9b5c3f3d57b68e1de9e9,90595019,B,3,2561,Computer Engineer
025f749d7a5d9b5c3f3d57b68e1de9e9,1076005,F,1,2562,Computer Engineer
025f749d7a5d9b5c3f3d57b68e1de9e9,1076007,D,1,2562,Computer Engineer
025f749d7a5d9b5c3f3d57b68e1de9e9,1076011,D,1,2562,Computer Engineer
025f749d7a5d9b5c3f3d57b68e1de9e9,1076022,D+,1,2562,Computer Engineer
025f749d7a5d9b5c3f3d57b68e1de9e9,1076263,B,1,2562,Computer Engineer
025f749d7a5d9b5c3f3d57b68e1de9e9,90108003,B,1,2562,Computer Engineer
025f749d7a5d9b5c3f3d57b68e1de9e9,1076009,C,2,2562,Computer Engineer
025f749d7a5d9b5c3f3d57b68e1de9e9,1076014,B,2,2562,Computer Engineer
025f749d7a5d9b5c3f3d57b68e1de9e9,1076023,B+,2,2562,Computer Engineer
025f749d7a5d9b5c3f3d57b68e1de9e9,1076028,B,2,2562,Computer Engineer
025f749d7a5d9b5c3f3d57b68e1de9e9,1076423,B+,2,2562,Computer Engineer
025f749d7a5d9b5c3f3d57b68e1de9e9,90104010,B+,2,2562,Computer Engineer
025f749d7a5d9b5c3f3d57b68e1de9e9,90306004,A,2,2562,Computer Engineer
025f749d7a5d9b5c3f3d57b68e1de9e9,1076015,B,1,2563,Computer Engineer
025f749d7a5d9b5c3f3d57b68e1de9e9,1076021,C+,1,2563,Computer Engineer
025f749d7a5d9b5c3f3d57b68e1de9e9,1076027,D,1,2563,Computer Engineer
025f749d7a5d9b5c3f3d57b68e1de9e9,1076032,F,1,2563,Computer Engineer
025f749d7a5d9b5c3f3d57b68e1de9e9,1236122,D,1,2563,Computer Engineer
025f749d7a5d9b5c3f3d57b68e1de9e9,1076008,C+,2,2563,Computer Engineer
025f749d7a5d9b5c3f3d57b68e1de9e9,1076013,C+,2,2563,Computer Engineer
025f749d7a5d9b5c3f3d57b68e1de9e9,1076029,B+,2,2563,Computer Engineer
025f749d7a5d9b5c3f3d57b68e1de9e9,1076419,B+,2,2563,Computer Engineer
025f749d7a5d9b5c3f3d57b68e1de9e9,1076598,C,2,2563,Computer Engineer
025f749d7a5d9b5c3f3d57b68e1de9e9,1006004,S,3,2563,Computer Engineer
025f749d7a5d9b5c3f3d57b68e1de9e9,1076032,,1,2564,Computer Engineer
025f749d7a5d9b5c3f3d57b68e1de9e9,1076311,,1,2564,Computer Engineer
2a408033cc779781e686fb63ed6b8ce2,1006028,A,1,2561,Computer Engineer
2a408033cc779781e686fb63ed6b8ce2,1006030,C,1,2561,Computer Engineer
2a408033cc779781e686fb63ed6b8ce2,1076001,B,1,2561,Computer Engineer
2a408033cc779781e686fb63ed6b8ce2,1076002,D+,1,2561,Computer Engineer
2a408033cc779781e686fb63ed6b8ce2,90101002,B,1,2561,Computer Engineer
2a408033cc779781e686fb63ed6b8ce2,90201001,A,1,2561,Computer Engineer
2a408033cc779781e686fb63ed6b8ce2,90305005,B+,1,2561,Computer Engineer
2a408033cc779781e686fb63ed6b8ce2,1006031,D+,2,2561,Computer Engineer
2a408033cc779781e686fb63ed6b8ce2,1076003,C,2,2561,Computer Engineer
2a408033cc779781e686fb63ed6b8ce2,1076004,C+,2,2561,Computer Engineer
2a408033cc779781e686fb63ed6b8ce2,1076012,C,2,2561,Computer Engineer
2a408033cc779781e686fb63ed6b8ce2,90201002,A,2,2561,Computer Engineer
2a408033cc779781e686fb63ed6b8ce2,90201036,A,2,2561,Computer Engineer
2a408033cc779781e686fb63ed6b8ce2,90401009,B,2,2561,Computer Engineer
2a408033cc779781e686fb63ed6b8ce2,1076005,F,1,2562,Computer Engineer
2a408033cc779781e686fb63ed6b8ce2,1076006,C,1,2562,Computer Engineer
2a408033cc779781e686fb63ed6b8ce2,1076007,D+,1,2562,Computer Engineer
2a408033cc779781e686fb63ed6b8ce2,1076032,F,1,2562,Computer Engineer
2a408033cc779781e686fb63ed6b8ce2,90201030,B+,1,2562,Computer Engineer
2a408033cc779781e686fb63ed6b8ce2,1076005,F,1,2563,Computer Engineer
2a408033cc779781e686fb63ed6b8ce2,1076032,F,1,2563,Computer Engineer
2a408033cc779781e686fb63ed6b8ce2,90201017,A,1,2563,Computer Engineer
2a408033cc779781e686fb63ed6b8ce2,90402011,B,1,2563,Computer Engineer
2a408033cc779781e686fb63ed6b8ce2,1076005,B,2,2563,Computer Engineer
2a408033cc779781e686fb63ed6b8ce2,1076010,D+,2,2563,Computer Engineer
2a408033cc779781e686fb63ed6b8ce2,1076253,C,2,2563,Computer Engineer
2a408033cc779781e686fb63ed6b8ce2,90201024,B,2,2563,Computer Engineer
2a408033cc779781e686fb63ed6b8ce2,1076008,,1,2564,Computer Engineer
2a408033cc779781e686fb63ed6b8ce2,1076011,,1,2564,Computer Engineer
2a408033cc779781e686fb63ed6b8ce2,1076032,,1,2564,Computer Engineer
2a408033cc779781e686fb63ed6b8ce2,1076263,,1,2564,Computer Engineer
c8a67d514a86e641f8abce6a7cdb1cb5,1006028,A,1,2561,Computer Engineer
c8a67d514a86e641f8abce6a7cdb1cb5,1006030,C+,1,2561,Computer Engineer
c8a67d514a86e641f8abce6a7cdb1cb5,1076001,B+,1,2561,Computer Engineer
c8a67d514a86e641f8abce6a7cdb1cb5,1076002,B,1,2561,Computer Engineer
c8a67d514a86e641f8abce6a7cdb1cb5,90106002,A,1,2561,Computer Engineer
c8a67d514a86e641f8abce6a7cdb1cb5,90201001,B,1,2561,Computer Engineer
c8a67d514a86e641f8abce6a7cdb1cb5,90305004,B,1,2561,Computer Engineer
c8a67d514a86e641f8abce6a7cdb1cb5,1006031,C,2,2561,Computer Engineer
c8a67d514a86e641f8abce6a7cdb1cb5,1076003,C+,2,2561,Computer Engineer
c8a67d514a86e641f8abce6a7cdb1cb5,1076004,A,2,2561,Computer Engineer
c8a67d514a86e641f8abce6a7cdb1cb5,1076012,A,2,2561,Computer Engineer
c8a67d514a86e641f8abce6a7cdb1cb5,90201002,B+,2,2561,Computer Engineer
c8a67d514a86e641f8abce6a7cdb1cb5,90401011,A,2,2561,Computer Engineer
c8a67d514a86e641f8abce6a7cdb1cb5,90201039,B+,3,2561,Computer Engineer
c8a67d514a86e641f8abce6a7cdb1cb5,90403009,B+,3,2561,Computer Engineer
c8a67d514a86e641f8abce6a7cdb1cb5,1076005,C,1,2562,Computer Engineer
c8a67d514a86e641f8abce6a7cdb1cb5,1076006,A,1,2562,Computer Engineer
c8a67d514a86e641f8abce6a7cdb1cb5,1076007,B+,1,2562,Computer Engineer
c8a67d514a86e641f8abce6a7cdb1cb5,1076032,B,1,2562,Computer Engineer
c8a67d514a86e641f8abce6a7cdb1cb5,1076582,B,1,2562,Computer Engineer
c8a67d514a86e641f8abce6a7cdb1cb5,3456216,A,1,2562,Computer Engineer
c8a67d514a86e641f8abce6a7cdb1cb5,1076008,B,2,2562,Computer Engineer
c8a67d514a86e641f8abce6a7cdb1cb5,1076009,B+,2,2562,Computer Engineer
c8a67d514a86e641f8abce6a7cdb1cb5,1076010,C+,2,2562,Computer Engineer
c8a67d514a86e641f8abce6a7cdb1cb5,1076253,B+,2,2562,Computer Engineer
c8a67d514a86e641f8abce6a7cdb1cb5,90101003,B+,2,2562,Computer Engineer
c8a67d514a86e641f8abce6a7cdb1cb5,90201024,A,2,2562,Computer Engineer
c8a67d514a86e641f8abce6a7cdb1cb5,1076011,A,1,2563,Computer Engineer
c8a67d514a86e641f8abce6a7cdb1cb5,1076021,A,1,2563,Computer Engineer
c8a67d514a86e641f8abce6a7cdb1cb5,1076022,A,1,2563,Computer Engineer
c8a67d514a86e641f8abce6a7cdb1cb5,1076026,B,1,2563,Computer Engineer
c8a67d514a86e641f8abce6a7cdb1cb5,1076263,B,1,2563,Computer Engineer
c8a67d514a86e641f8abce6a7cdb1cb5,90591008,A,1,2563,Computer Engineer
c8a67d514a86e641f8abce6a7cdb1cb5,1076013,B,2,2563,Computer Engineer
c8a67d514a86e641f8abce6a7cdb1cb5,1076014,A,2,2563,Computer Engineer
c8a67d514a86e641f8abce6a7cdb1cb5,1076023,B+,2,2563,Computer Engineer
c8a67d514a86e641f8abce6a7cdb1cb5,1076025,A,2,2563,Computer Engineer
c8a67d514a86e641f8abce6a7cdb1cb5,1076533,B,2,2563,Computer Engineer
c8a67d514a86e641f8abce6a7cdb1cb5,1076568,B,2,2563,Computer Engineer
c8a67d514a86e641f8abce6a7cdb1cb5,1006004,S,3,2563,Computer Engineer
c8a67d514a86e641f8abce6a7cdb1cb5,1076015,,1,2564,Computer Engineer
c8a67d514a86e641f8abce6a7cdb1cb5,1076024,,1,2564,Computer Engineer
c8a67d514a86e641f8abce6a7cdb1cb5,1076311,,1,2564,Computer Engineer
8015c6ea4266753ba502a8c70c210a05,1006028,B+,1,2561,Computer Engineer
8015c6ea4266753ba502a8c70c210a05,1006030,F,1,2561,Computer Engineer
8015c6ea4266753ba502a8c70c210a05,1076001,B+,1,2561,Computer Engineer
8015c6ea4266753ba502a8c70c210a05,1076002,B,1,2561,Computer Engineer
8015c6ea4266753ba502a8c70c210a05,90101002,D+,1,2561,Computer Engineer
8015c6ea4266753ba502a8c70c210a05,90201001,C,1,2561,Computer Engineer
8015c6ea4266753ba502a8c70c210a05,90302013,A,1,2561,Computer Engineer
8015c6ea4266753ba502a8c70c210a05,1006030,D,2,2561,Computer Engineer
8015c6ea4266753ba502a8c70c210a05,1076003,D+,2,2561,Computer Engineer
8015c6ea4266753ba502a8c70c210a05,1076004,C+,2,2561,Computer Engineer
8015c6ea4266753ba502a8c70c210a05,1076012,D+,2,2561,Computer Engineer
8015c6ea4266753ba502a8c70c210a05,90201002,C,2,2561,Computer Engineer
8015c6ea4266753ba502a8c70c210a05,90201024,C+,2,2561,Computer Engineer
8015c6ea4266753ba502a8c70c210a05,90401009,B,2,2561,Computer Engineer
8015c6ea4266753ba502a8c70c210a05,1006031,C+,3,2561,Computer Engineer
8015c6ea4266753ba502a8c70c210a05,90201029,B,3,2561,Computer Engineer
8015c6ea4266753ba502a8c70c210a05,1076005,D+,1,2562,Computer Engineer
8015c6ea4266753ba502a8c70c210a05,1076006,C,1,2562,Computer Engineer
8015c6ea4266753ba502a8c70c210a05,1076007,D,1,2562,Computer Engineer
8015c6ea4266753ba502a8c70c210a05,1076032,D+,1,2562,Computer Engineer
8015c6ea4266753ba502a8c70c210a05,1076008,C,2,2562,Computer Engineer
8015c6ea4266753ba502a8c70c210a05,1076009,C+,2,2562,Computer Engineer
8015c6ea4266753ba502a8c70c210a05,1076010,C+,2,2562,Computer Engineer
8015c6ea4266753ba502a8c70c210a05,1076253,C,2,2562,Computer Engineer
8015c6ea4266753ba502a8c70c210a05,90101003,C,2,2562,Computer Engineer
8015c6ea4266753ba502a8c70c210a05,1076011,C,1,2563,Computer Engineer
8015c6ea4266753ba502a8c70c210a05,1076021,C+,1,2563,Computer Engineer
8015c6ea4266753ba502a8c70c210a05,1076022,C+,1,2563,Computer Engineer
8015c6ea4266753ba502a8c70c210a05,1076026,B,1,2563,Computer Engineer
8015c6ea4266753ba502a8c70c210a05,1076263,B,1,2563,Computer Engineer
8015c6ea4266753ba502a8c70c210a05,90401011,B,1,2563,Computer Engineer
8015c6ea4266753ba502a8c70c210a05,1076013,B,2,2563,Computer Engineer
8015c6ea4266753ba502a8c70c210a05,1076014,A,2,2563,Computer Engineer
8015c6ea4266753ba502a8c70c210a05,1076023,B,2,2563,Computer Engineer
8015c6ea4266753ba502a8c70c210a05,1076025,B,2,2563,Computer Engineer
8015c6ea4266753ba502a8c70c210a05,1076533,B,2,2563,Computer Engineer
8015c6ea4266753ba502a8c70c210a05,1076568,B,2,2563,Computer Engineer
8015c6ea4266753ba502a8c70c210a05,90306008,A,2,2563,Computer Engineer
8015c6ea4266753ba502a8c70c210a05,1006004,S,3,2563,Computer Engineer
8015c6ea4266753ba502a8c70c210a05,1076015,,1,2564,Computer Engineer
8015c6ea4266753ba502a8c70c210a05,1076024,,1,2564,Computer Engineer
8015c6ea4266753ba502a8c70c210a05,1076311,,1,2564,Computer Engineer
8015c6ea4266753ba502a8c70c210a05,1076582,,1,2564,Computer Engineer
1a6a1eff8cab8cce04dcc3a4f0ebb1f1,1006028,B+,1,2561,Computer Engineer
1a6a1eff8cab8cce04dcc3a4f0ebb1f1,1006030,C+,1,2561,Computer Engineer
1a6a1eff8cab8cce04dcc3a4f0ebb1f1,1076001,A,1,2561,Computer Engineer
1a6a1eff8cab8cce04dcc3a4f0ebb1f1,1076002,B,1,2561,Computer Engineer
1a6a1eff8cab8cce04dcc3a4f0ebb1f1,90101002,A,1,2561,Computer Engineer
1a6a1eff8cab8cce04dcc3a4f0ebb1f1,90201001,B+,1,2561,Computer Engineer
1a6a1eff8cab8cce04dcc3a4f0ebb1f1,90303006,B+,1,2561,Computer Engineer
1a6a1eff8cab8cce04dcc3a4f0ebb1f1,1006031,C+,2,2561,Computer Engineer
1a6a1eff8cab8cce04dcc3a4f0ebb1f1,1076003,C+,2,2561,Computer Engineer
1a6a1eff8cab8cce04dcc3a4f0ebb1f1,1076004,B,2,2561,Computer Engineer
1a6a1eff8cab8cce04dcc3a4f0ebb1f1,1076012,B+,2,2561,Computer Engineer
1a6a1eff8cab8cce04dcc3a4f0ebb1f1,90201002,A,2,2561,Computer Engineer
1a6a1eff8cab8cce04dcc3a4f0ebb1f1,90403011,B,2,2561,Computer Engineer
1a6a1eff8cab8cce04dcc3a4f0ebb1f1,90201029,B+,3,2561,Computer Engineer
1a6a1eff8cab8cce04dcc3a4f0ebb1f1,90402011,C+,3,2561,Computer Engineer
1a6a1eff8cab8cce04dcc3a4f0ebb1f1,1076005,C+,1,2562,Computer Engineer
1a6a1eff8cab8cce04dcc3a4f0ebb1f1,1076006,C+,1,2562,Computer Engineer
1a6a1eff8cab8cce04dcc3a4f0ebb1f1,1076007,B,1,2562,Computer Engineer
1a6a1eff8cab8cce04dcc3a4f0ebb1f1,1076032,C,1,2562,Computer Engineer
1a6a1eff8cab8cce04dcc3a4f0ebb1f1,1076008,C+,2,2562,Computer Engineer
